DATE,TOTAL BILLS,INVOICE RANGE,TOTAL TAXABLE AMOUNT,TOTAL TAX AMOUNT,Taxable Amount 0%,Taxable Amount 5%,Taxable Amount 12%,Taxable Amount 18%,TOTAL AMOUNT,CASH,CARD,OTHER MODES,AMOUNT RETURN,AMOUNT RETURN TO CREDIT,TOTAL ITEMS SOLD,TOTAL QTY,RETURNED ITEMS COUNT,RETURNED QTY
30-Sep-22,46,"AA/2223/7062, AA/2223/7106",73200.11,9962.67,6108.72,23686.13,2235.86,47278.12,89272,6816,1160,81870,574,0,164,275,1,4
29-Sep-22,35,"AA/2223/7027, AA/2223/7061",26105.68,3436.52,6879,9180,1151.79,15773.9,36421,2735,2880,31446,640,0,105,137,0,0
28-Sep-22,44,"AA/2223/6983, AA/2223/7026",43762.3,4439.5,7969.76,25776.88,1445.36,16540.06,56172,17160,11502,28670,1160,0,168,306,0,0
27-Sep-22,33,"AA/2223/6951, AA/2223/6982",23461.43,1909.57,3638,16638.1,2508.93,4314.41,29009,5185,5402,18942,520,0,120,187,1,1
26-Sep-22,27,"AA/2223/6924, AA/2223/6950",23631.84,1660.16,1553,19357.14,1285.71,2988.98,26845,6080,0,21325,560,0,108,252,0,0
25-Sep-22,54,"AA/2223/6870, AA/2223/6923",70771.6,7922.77,7383.63,36041.59,2178.57,32551.44,86078,8315,22370,56968,1575,0,222,334,0,0
24-Sep-22,52,"AA/2223/6818, AA/2223/6869",33825.86,2506.14,2583,26779.43,1686.45,5359.97,38915,5320,9679,24531,615,0,195,286,0,0
23-Sep-22,34,"AA/2223/6784, AA/2223/6817",24179.56,2528.37,3523.06,12820.89,2620.54,8738.14,30231,19340,330,12624,2063,0,137,231,0,0
22-Sep-22,27,"AA/2223/6757, AA/2223/6783",24022.98,3007.43,3274.59,9863.08,575.16,13584.75,30305,2750,755,27850,1050,0,79,127,0,0
21-Sep-22,36,"AA/2223/6721, AA/2223/6756",20276.36,1623.73,7111.41,15028.9,1204.24,4043.22,29012,5915,6858,16539,300,0,143,227,0,0
20-Sep-22,38,"AA/2223/6685, AA/2223/6720",25710.79,1569.21,3199,23300,495.54,1915.25,30479,8540,1921,21724,1706,0,149,229,2,3
19-Sep-22,39,"AA/2223/6646, AA/2223/6684",53567.39,6801.61,6669,20341.9,3267.86,29957.63,67038,11825,13240,42767,794,0,181,278,0,0
18-Sep-22,69,"AA/2223/6578, AA/2223/6645",46483.67,3344.92,14122.71,36814.32,3937.95,5731.4,63951,12020,20085,32486,640,0,273,370,1,10
17-Sep-22,55,"AA/2223/6524, AA/2223/6577",65985.36,7497.64,2955,31770.57,4159.29,30055.51,76438,9780,25205,42143,690,0,226,362,1,1
16-Sep-22,40,"AA/2223/6484, AA/2223/6523",30061.18,2043.82,4963,25176.19,1571.43,3313.56,37068,4095,4073,30012,1112,0,152,243,0,0
15-Sep-22,55,"AA/2223/6430, AA/2223/6483",57203.67,6215.33,6307,29175.77,4808.04,23219.87,69726,16649,2961,53741,3625,0,215,314,1,1
14-Sep-22,50,"AA/2223/6380, AA/2223/6429",63924,6616,5326,36725.71,1933.04,25265.25,75866,6818,41340,29593,1885,0,198,275,0,0
13-Sep-22,36,"AA/2223/6345, AA/2223/6379",22973.95,1959.91,1844,15223.81,3271.79,4478.36,26777.46,3804.46,5253,17985,265,0,135,195,1,1
12-Sep-22,37,"AA/2223/6308, AA/2223/6344",28754.75,2347.25,5861,21198.1,1214.29,6342.37,36963,2965,890,33278,170,0,147,234,0,0
11-Sep-22,50,"AA/2223/6258, AA/2223/6307",35569.55,2781.55,4592,26728.57,2437.5,6403.47,42943,8235,7938,27880,1110,0,245,354,0,0
10-Sep-22,36,"AA/2223/6223, AA/2223/6257",29285.94,2062.15,6326.91,24167.82,1125.11,3993.01,37675,7802,8450,21844,421,0,168,247,1,1
09-Sep-22,30,"AA/2223/6193, AA/2223/6222",18616.61,1398.14,3644.5,14337.86,1482.14,2796.61,23659,2055,3267,18832,495,0,108,152,0,0
08-Sep-22,31,"AA/2223/6162, AA/2223/6192",26707.66,1927.34,2088,21614.29,1169.64,3923.73,30723,7865,8008,15140,290,0,120,221,0,0
07-Sep-22,23,"AA/2223/6139, AA/2223/6161",12552.93,767.07,4466,11323.81,339.29,889.83,17786,7585,1155,10298,1252,0,77,97,0,0
06-Sep-22,25,"AA/2223/6114, AA/2223/6138",35188.83,3723.17,1508,18928.57,2501.79,13758.47,40420,19350,5682,15910,522,0,123,195,0,0
05-Sep-22,32,"AA/2223/6083, AA/2223/6113",49889.68,7330.32,3518,12142.86,1187.5,36559.32,60738,18430,14775,28668,1135,0,109,134,1,8
04-Sep-22,51,"AA/2223/6033, AA/2223/6082",46316.55,4307.45,5757,30501.9,1071.43,14743.22,56381,16070,7717,32894,300,0,192,306,1,4
03-Sep-22,43,"AA/2223/5991, AA/2223/6032",48357.86,6268.14,3283.5,17182.86,3375,27800,57910,8580,8234,41836,740,0,179,235,1,3
02-Sep-22,39,"AA/2223/5952, AA/2223/5990",50852.37,6288.73,7922,20969.52,2310.9,27571.95,65063,15680,34049,16004,670,0,174,282,0,0
01-Sep-22,35,"AA/2223/5917, AA/2223/5951",26376.75,1932.25,6218,21530.48,276.79,4569.49,34527,8540,12088,15114,1215,0,126,220,0,0
31-Aug-22,32,"AA/2223/5885, AA/2223/5916",83669.85,10779.85,3928,30648.57,4940.18,48081.1,98379,12510,11471,75002,604,0,166,321,0,0
30-Aug-22,49,"AA/2223/5836, AA/2223/5884",53497.76,6225.11,9037.73,25173.77,2198.21,26125.78,68762,6285,5288,57765,576,0,233,433,0,0
29-Aug-22,43,"AA/2223/5793, AA/2223/5835",20121.3,1915.8,2032,12847.62,597.41,6676.27,24069,4020,3934,17202,1087,0,95,174,0,0
28-Aug-22,54,"AA/2223/5739, AA/2223/5792",35796.54,2709.96,6827,26877.62,3988.84,4930.08,45334,7870,16713,21593,842,0,232,317,0,0
27-Aug-22,66,"AA/2223/5674, AA/2223/5738",50260.8,4571.5,5504.57,32074.31,5096.36,13090.13,60337,19145,2045,41221,2074,0,299,468,1,1
26-Aug-22,43,"AA/2223/5631, AA/2223/5673",44702.13,3661.87,3988,32348.57,2986.61,9366.95,52352,7105,10954,35573,1280,0,182,294,0,0
25-Aug-22,49,"AA/2223/5581, AA/2223/5630",40403.04,2986.75,4513.71,31628.37,2901.79,5872.88,47904,19170,10092,19972,1330,0,189,290,0,0
24-Aug-22,35,"AA/2223/5546, AA/2223/5580",27036.88,1857.12,3159,22927.62,482.14,3627.12,32053,3760,17648,11715,1070,0,136,224,0,0
23-Aug-22,32,"AA/2223/5515, AA/2223/5545",16890.37,1200.38,3985.5,13755.29,861.61,2273.47,22076,6170,1330,15441,865,0,92,139,1,1
22-Aug-22,38,"AA/2223/5478, AA/2223/5514",22186.03,1958.97,1563,14619.05,2233.93,5333.05,25708,7335,3810,16030,1467,0,149,215,1,1
21-Aug-22,49,"AA/2223/5429, AA/2223/5477",43615.69,2958.31,3024,36419.05,2633.93,4562.71,49598,6350,8460,36084,1296,0,206,337,0,0
20-Aug-22,41,"AA/2223/5388, AA/2223/5428",32013.27,2481.73,3835,23476.19,3812.5,4724.58,38330,13225,6725,19635,1255,0,178,246,0,0
19-Aug-22,47,"AA/2223/5343, AA/2223/5387",27877.06,2967.94,9430,14621.04,2486.61,10769.41,40275,2420,5473,33582,1200,0,153,192,2,3
18-Aug-22,22,"AA/2223/5321, AA/2223/5342",15312.73,1182.27,2705,11638.1,1017.86,2656.78,19200,6830,2365,11030,1025,0,74,107,0,0
17-Aug-22,31,"AA/2223/5291, AA/2223/5320",19232.78,1535.72,2342.25,14462.38,767.86,4002.54,23111,6620,570,17311,1390,0,109,178,1,2
16-Aug-22,34,"AA/2223/5257, AA/2223/5290",23799.23,1591.77,2305,19210.48,3245.54,1343.22,27696,7950,2385,18451,1090,0,131,218,0,0
15-Aug-22,60,"AA/2223/5199, AA/2223/5256",56592.38,4099.32,8321,44555.71,4917.86,7118.81,69014,3442,25146,41636,1210,0,305,511,13,28
14-Aug-22,32,"AA/2223/5168, AA/2223/5198",36394.57,2545.43,1953,29452.38,2946.43,3995.76,40893,5960,7470,28483,1020,0,170,256,1,1
13-Aug-22,39,"AA/2223/5130, AA/2223/5167",31661.3,2264.73,1923.97,24912.4,3261.62,3487.29,35850,6280,13790,16610,830,0,185,284,1,2
12-Aug-22,29,"AA/2223/5102, AA/2223/5129",14069.3,950.7,2875,11652.38,1116.07,1300.85,17895,2620,2110,13555,390,0,90,146,1,1
11-Aug-22,33,"AA/2223/5069, AA/2223/5101",30888.4,3000.6,1565,18623.81,2303.57,9961.02,35454,7675,6220,23194,1635,0,123,195,0,0
10-Aug-22,49,"AA/2223/5020, AA/2223/5068",40688.43,2761.57,4078,34480.95,1330.36,4877.12,47528,11180,6740,31630,2022,0,183,326,0,0
09-Aug-22,34,"AA/2223/4986, AA/2223/5019",37430.37,3318.63,2785,22516.89,8193.98,6719.49,43534,4615,10545,29104,730,0,156,268,0,0
08-Aug-22,19,"AA/2223/4967, AA/2223/4985",14047.49,1118.51,4368,10156.19,1495.54,2395.76,19534,2650,2120,15384,620,0,78,122,0,0
07-Aug-22,37,"AA/2223/4930, AA/2223/4966",28766.36,2013.64,5044,23195.24,2482.14,3088.98,35824,4070,13774,19160,1180,0,185,262,0,0
06-Aug-22,53,"AA/2223/4877, AA/2223/4929",48624.2,4858.3,7342,27309.52,5730.36,15584.32,60825,8590,30742,22973,1480,0,234,316,0,0
05-Aug-22,23,"AA/2223/4854, AA/2223/4876",23784.85,3094.85,1523.5,8122.1,2175.89,13486.86,28404,2740,5710,20619,665,0,77,86,0,0
04-Aug-22,42,"AA/2223/4813, AA/2223/4853",50476.5,6402.89,4038.85,19024.19,3495.54,27956.78,60918,4360,31881,25957,1280,0,190,242,1,1
03-Aug-22,52,"AA/2223/4762, AA/2223/4812",39867.54,3173.55,3992.92,28641.12,4654.38,6572.03,47034,13330,10661,24568,1525,0,202,318,1,1
02-Aug-22,55,"AA/2223/4709, AA/2223/4761",54993.24,4287.06,6842.7,40077,6695.14,8221.09,66123,8970,25155,34928,2930,0,280,413,5,6
01-Aug-22,62,"AA/2223/4647, AA/2223/4708",57744.12,6025.11,4302.77,32427.84,2553.57,22762.71,68072,7690,17035,44149,802,0,247,363,0,0
31-Jul-22,60,"AA/2223/4588, AA/2223/4646",80867.29,9156.71,3605,39547.62,4303.57,37016.1,93629,12385,38684,45530,2970,0,296,465,2,2
30-Jul-22,40,"AA/2223/4548, AA/2223/4587",53207.88,7651.32,3667.8,13431.53,3000,36776.35,64527,20250,8369,36713,805,0,154,238,0,0
29-Jul-22,25,"AA/2223/4523, AA/2223/4547",16786.7,1433.3,2320,11780.95,946.43,4059.32,20540,4455,4115,13130,1160,0,72,125,0,0
28-Jul-22,34,"AA/2223/4490, AA/2223/4522",41361.72,4324.78,2515,22525.24,3200.89,15635.59,48202,8620,10120,29962,500,0,120,256,1,1
27-Jul-22,31,"AA/2223/4459, AA/2223/4489",19788.96,1915.51,6893.53,10320.77,5080.05,4388.14,28598,15595,2425,12163,1585,0,111,155,0,0
26-Jul-22,32,"AA/2223/4427, AA/2223/4458",22477.05,1719.95,3193,17220,1455.36,3801.69,27390,7876,8526,11653,665,0,149,211,0,0
25-Jul-22,47,"AA/2223/4380, AA/2223/4426",55785.88,8039.48,4325.13,14371.22,2228.66,39186,68151,11480,2922,54534,785,0,166,265,0,0
24-Jul-22,51,"AA/2223/4330, AA/2223/4379",67496.64,7521.36,6282.5,33340,4897.32,29259.32,81301,9080,14312,58964,1055,0,275,410,1,1
23-Jul-22,67,"AA/2223/4263, AA/2223/4329",61760.87,5937.68,4067.45,38792.31,2271.24,20697.32,71766,12830,10480,49772,1316,0,241,669,0,0
22-Jul-22,15,"AA/2223/4248, AA/2223/4262",11024.54,764.96,1880,9380.48,0,1644.07,13670,2795,1510,9895,530,0,58,86,0,0
21-Jul-22,41,"AA/2223/4209, AA/2223/4247",30808.93,2577.07,511,22398.1,946.43,7464.41,33897,2595,0,32437,1135,0,166,256,2,4
20-Jul-22,48,"AA/2223/4162, AA/2223/4208",38753.33,3745.67,5739.5,23700,2482.14,12571.19,48239,10030,3970,36379,2140,0,186,279,1,7
19-Jul-22,51,"AA/2223/4111, AA/2223/4161",49011.86,3634.93,4048,38399.51,3254.46,7357.88,56695,12535,4473,43432,3745,0,240,435,0,0
18-Jul-22,36,"AA/2223/4076, AA/2223/4110",31286.74,3548.46,2681.8,14924,2383.93,13978.81,37517,8060,975,30702,2220,0,157,194,1,1
17-Jul-22,58,"AA/2223/4018, AA/2223/4075",40747.34,4641.66,4085,19239.05,3196.43,18311.86,49474,5860,28389,16555,1330,0,209,306,0,0
16-Jul-22,63,"AA/2223/3955, AA/2223/4017",54174.74,6302.26,4951,24820.01,3709.82,25644.9,65428,9330,25835,31458,1195,0,246,338,0,0
15-Jul-22,40,"AA/2223/3916, AA/2223/3954",20563.93,1593.07,3680,15390.48,1794.64,3378.81,25837,8280,5460,13256,1159,0,114,160,1,1
14-Jul-22,40,"AA/2223/3876, AA/2223/3915",31527.09,2167.91,2040,25280.95,3674.11,2572.03,35735,6315,2245,27860,685,0,144,206,0,0
13-Jul-22,26,"AA/2223/3850, AA/2223/3875",20929.88,1895.62,4843,13322.38,2330.8,5276.69,27669,9425,8125,11570,1451,0,117,209,0,0
12-Jul-22,29,"AA/2223/3822, AA/2223/3849",13652.44,1035.56,1298,10364.76,1241.07,2046.61,15986,5185,3200,8320,719,0,104,134,4,4
11-Jul-22,37,"AA/2223/3785, AA/2223/3821",40396.82,2863.18,3440,33151.38,1642.86,5602.58,46700,15520,2895,30060,1775,0,152,283,0,0
10-Jul-22,24,"AA/2223/3761, AA/2223/3784",31734.24,3746.22,3299.54,14590.39,1153.17,15990.68,38780,4630,6750,27810,410,0,134,199,0,0
09-Jul-22,33,"AA/2223/3728, AA/2223/3760",45090.23,4098.77,1610,29380.95,3299.11,12410.17,50799,2800,14195,34679,875,0,155,250,0,0
08-Jul-22,15,"AA/2223/3713, AA/2223/3727",9806.89,783.11,775,7080.95,1026.79,1699.15,11365,2270,450,9105,460,0,66,97,0,0
07-Jul-22,42,"AA/2223/2056R, AA/2223/3712",33533.23,2345.87,3080,27808.57,1250,4474.66,38959,8310,9659,22250,1260,0,196,282,2,2
06-Jul-22,32,"AA/2223/3641, AA/2223/3672",26605.81,2092.19,2325,18674.29,4486.61,3444.92,31023,10270,11120,11168,1535,0,139,198,0,0
05-Jul-22,27,"AA/2223/3614, AA/2223/3640",19421.85,1531.15,1620,14112.38,2169.64,3139.83,22573,4615,5210,13738,990,0,86,149,0,0
04-Jul-22,30,"AA/2223/3584, AA/2223/3613",35824.03,3490.97,2395,22240,1102.68,12481.36,41710,2530,18852,20598,270,0,149,188,0,0
03-Jul-22,68,"AA/2223/3516, AA/2223/3583",60847.3,4881.2,7695.5,43555.67,6817.86,10473.77,73424,8105,13385,52829,895,0,355,499,0,0
02-Jul-22,39,"AA/2223/3477, AA/2223/3515",32628.54,2790.46,5409,23428.57,616.07,8583.9,40828,4750,12353,24778,1053,0,207,309,0,0
01-Jul-22,33,"AA/2223/3444, AA/2223/3476",28487.46,2267.54,2335,20843.59,2508.86,5135.01,33090,11302,6675,16655,1542,0,171,241,0,0
30-Jun-22,44,"AA/2223/3400, AA/2223/3443",36940.83,2469.17,8998,31500,1419.64,4021.19,48408,11950,10343,27385,1270,0,185,317,0,0
29-Jun-22,50,"AA/2223/3351, AA/2223/3399",32408.04,3306.36,5427,17248.88,4745.54,10413.62,41141,15210,16145,11963,2177,0,193,287,2,3
28-Jun-22,33,"AA/2223/3318, AA/2223/3350",28839.08,2524.27,7827.4,19906.76,1314.73,7617.58,39191,6060,1830,32246,945,0,162,241,0,0
27-Jun-22,36,"AA/2223/3282, AA/2223/3317",45763.81,3374.67,3163.52,34740.07,5776.79,5246.96,52302,5558,508,47106,870,0,178,313,0,0
26-Jun-22,57,"AA/2223/3226, AA/2223/3281",68358.45,7402.55,3857,35162.86,5513.39,27682.2,79618,37520,18839,25464,2205,0,273,376,1,9
25-Jun-22,37,"AA/2223/3193, AA/2223/3225",38390.55,4820.75,3292.23,15830.15,527.14,22033.26,46503.53,5559.53,21014,21165,1235,0,136,167,5,4.98
24-Jun-22,33,"AA/2223/3160, AA/2223/3192",47027.44,5014.14,4435.41,24737.59,3915.18,18374.67,56477,21040,2810,33792,1165,0,143,249,0,0
23-Jun-22,28,"AA/2223/3132, AA/2223/3159",32552.02,3387.23,2540,18789.76,491.07,13271.19,38479,11870,0,28054,1445,0,100,175,0,0
22-Jun-22,32,"AA/2223/3100, AA/2223/3131",23756.96,1999.54,2834,16707.14,1746.43,5303.39,28591,9295,0,20581,1285,0,144,256,0,0
21-Jun-22,32,"AA/2223/3069, AA/2223/3099",22689.58,1720.42,2075,16752.38,3098.21,2838.98,26485,9730,6990,11215,1450,0,117,157,1,1
20-Jun-22,37,"AA/2223/3033, AA/2223/3068",24246.57,1596.85,4776.58,20674.69,1330.36,2241.53,30620,4030,4975,23572,1957,0,172,225,1,1
19-Jun-22,40,"AA/2223/2993, AA/2223/3032",25531.77,1975.38,2535,19383.81,1674.11,4473.86,30042,10195,8915,12730,1798,0,173,232,0,0
18-Jun-22,60,"AA/2223/2933, AA/2223/2992",72241.7,8235.8,5573.7,36162.86,1108.93,34969.92,86052,6070,22105,59107,1230,0,243,373,0,0
17-Jun-22,22,"AA/2223/2911, AA/2223/2932",22788.81,1886.19,2454,14361.9,5812.5,2614.41,27129,7375,6024,14790,1060,0,110,225,0,0
16-Jun-22,39,"AA/2223/2873, AA/2223/2910",38642.25,3910.75,3540,21757.14,3607.14,13277.97,46093,8679,18208,20311,1105,0,198,308,1,1
15-Jun-22,38,"AA/2223/2835, AA/2223/2872",23229.11,1992.99,3263.9,15423.32,3053.57,4752.21,28486,7080,11782,10934,1310,0,142,184,0,0
14-Jun-22,41,"AA/2223/2794, AA/2223/2834",27846.5,1870.5,5573,23706.67,1000,3139.83,35290,9565,9065,19180,2520,0,166,259,0,0
13-Jun-22,37,"AA/2223/2757, AA/2223/2793",37970.34,3779.66,4624,22642.86,1857.14,13470.34,46374,29970,3270,15490,2356,0,150,215,0,0
12-Jun-22,49,"AA/2223/2709, AA/2223/2756",43708.65,4255.35,3163,27146.67,1385.71,15176.27,51127,4180,6874,40748,675,0,178,258,1,5
11-Jun-22,43,"AA/2223/2666, AA/2223/2708",40644.9,4381.6,5504,19925.24,5736.61,14983.05,50531,2105,21983,26898,455,0,177,242,0,0
10-Jun-22,33,"AA/2223/2633, AA/2223/2665",57161.42,8628.58,4400,11619.05,2500,43042.37,70190,15985,3495,51020,310,0,98,140,0,0
09-Jun-22,38,"AA/2223/2596, AA/2223/2632",31487.22,2261.17,4106.61,25915.61,625,4946.61,37855,10130,2285,26720,1280,0,133,190,1,3
08-Jun-22,41,"AA/2223/2556, AA/2223/2595",38482.13,3960.87,5488,20451.43,5120.54,12910.17,47931,8125,2192,38769,1155,0,163,241,4,6
07-Jun-22,32,"AA/2223/2525, AA/2223/2555",15427.76,1117.21,1319.03,12131.25,1378.71,1917.8,17864,2630,1370,14584,720,0,100,131,2,3
06-Jun-22,33,"AA/2223/2492, AA/2223/2524",33138.23,2471.77,2532,25574.03,2808.04,4756.16,38142,11630,4800,22442,730,0,156,277,0,0
05-Jun-22,42,"AA/2223/2450, AA/2223/2491",42492.32,4698.08,3302.6,21377.37,2857.97,18256.98,50493,27690,9210,14907,1314,0,169,251,0,0
04-Jun-22,39,"AA/2223/2411, AA/2223/2449",32303.66,2381.34,2593,24712.38,3678.57,3912.71,37278,7870,12225,18533,1350,0,210,353,0,0
03-Jun-22,33,"AA/2223/2378, AA/2223/2410",19224.88,1569.12,2250,13737.14,1758.93,3728.81,23044,4310,5385,13664,315,0,112,160,0,0
02-Jun-22,53,"AA/2223/2326, AA/2223/2377",40833.47,3456.53,3758,27375.71,5577.55,7880.21,48048,11136,13850,23603,541,0,253,335,1,1
01-Jun-22,33,"AA/2223/2293, AA/2223/2325",34488.65,2920.35,5037,22771.43,5455.36,6261.86,42446,4715,9856,28180,305,0,171,262,0,0
31-May-22,41,"AA/2223/2253, AA/2223/2292",36246.5,3914.46,4711.24,18469.99,3480.18,14296.32,44872,6450,1845,38547,1970,0,146,241,1,4
30-May-22,49,"AA/2223/2204, AA/2223/2252",33896.31,3037.69,5550,22683.81,1912.5,9300,42484,6750,5277,31317,860,0,173,261,0,0
29-May-22,31,"AA/2223/2174, AA/2223/2203",22785.29,2491.13,3363.58,12724.21,-732.14,10793.22,28640,3815,2985,23029,1189,0,114,170,1,1
28-May-22,50,"AA/2223/2126, AA/2223/2173",55690.56,6749.44,1971,22823.81,5129.46,27737.29,64411,12970,4990,48170,1719,0,190,259,2,3
27-May-22,39,"AA/2223/2087, AA/2223/2125",46995.22,4725.78,3505,26814.29,4125,16055.93,55226,1570,7245,46531,120,0,173,300,0,0
26-May-22,26,"AA/2223/2062, AA/2223/2086",17181.37,1218.63,1543,14147.62,580.36,2453.39,19943,3765,0,17298,1120,0,83,148,1,1
25-May-22,28,"AA/2223/2035, AA/2223/2061",22905.11,1743.29,1845,17154.29,2492.86,3257.97,26493,6840,2795,18206,1348,0,116,198,1,1
24-May-22,27,"AA/2223/2008, AA/2223/2034",21569.19,3099.81,2358,5422.86,1294.64,14851.69,27027,5285,15225,7958,1441,0,78,123,0,0
23-May-22,43,"AA/2223/1968, AA/2223/1991",36499.1,3901,2920,19142.86,3004.46,14351.78,43320,18066,17960,8335,1041,0,175,245,3,3
22-May-22,37,"AA/2223/1931, AA/2223/1967",24761.94,1990.94,1346.04,18233.22,1598.21,4930.51,28099,4615,9545,14845,906,0,135,202,0,0
21-May-22,32,"AA/2223/1899, AA/2223/1930",20349.03,1755.97,1470,13300,2964.29,4084.75,23575,2590,7170,14615,800,0,84,116,0,0
20-May-22,27,"AA/2223/1873, AA/2223/1898",25909.62,2965.38,516,12957.14,232.14,12720.34,29391,15246,0,14660,515,0,72,143,3,3
19-May-22,32,"AA/2223/1841, AA/2223/1872",46904,4590,2352,27971.43,3607.14,15325.42,53846,28809,3370,22062,395,0,147,221,0,0
18-May-22,34,"AA/2223/1807, AA/2223/1840",16240,1260.55,3374.45,12381.61,883.93,2974.46,20875,5040,3015,13525,705,0,121,166,0,0
17-May-22,50,"AA/2223/1757, AA/2223/1806",57826.84,5498.16,8514,36636.19,2466.07,18724.58,71839,7350,5660,59504,675,0,205,281,0,0
16-May-22,35,"AA/2223/1722, AA/2223/1756",27441,2154.5,3161,20738.1,1482.14,5220.76,32757,3540,4044,25463,290,0,158,243,0,0
15-May-22,44,"AA/2223/1678, AA/2223/1721",60729.58,7483.42,4122,24020.95,5419.64,31288.98,72335,10066,23804,40070,1605,0,171,250,0,0
14-May-22,41,"AA/2223/1637, AA/2223/1677",31980.44,2272.56,3022,25950.48,1839.29,4190.68,37275,1410,18686,17484,305,0,187,351,0,0
13-May-22,32,"AA/2223/1605, AA/2223/1636",17697.21,1507.29,4234,12433.33,1031.25,4232.63,23439,2338,2335,19266,500,0,137,167,0,0
12-May-22,26,"AA/2223/1579, AA/2223/1604",20692.34,2172.66,2058,11464.7,1025.88,8201.75,24923,1540,6450,17273,340,0,94,162,0,0
11-May-22,40,"AA/2223/1540, AA/2223/1578",25698.39,1873.61,2705,20646.67,1133.93,3917.8,30277,4900,11847,16045,2515,0,141,195,1,8
10-May-22,37,"AA/2223/1505, AA/2223/1539",34589.95,2769.65,9076.3,27070.48,-1043.66,8563.14,46436.1,15375.1,2225,30135,1299,0,175,356,2,3
09-May-22,42,"AA/2223/1463, AA/2223/1504",39265.06,3081.64,4182,28840.67,3946.43,6477.97,46529,11750,11715,24729,1665,0,219,284,0,0
08-May-22,64,"AA/2223/1399, AA/2223/1462",66621.72,4957.38,7860,48595.24,11952.49,6073.99,79439,24720,16744,39035,1060,0,292,438,0,0
07-May-22,48,"AA/2223/1351, AA/2223/1398",46319.73,5820.27,3535,18591.04,1674.11,26054.58,55675,8390,22219,26293,1227,0,202,314,0,0
06-May-22,34,"AA/2223/1319, AA/2223/1350",26865.62,2044.38,1000,20423.81,2272.32,4169.49,29910,2505,4560,23975,1130,0,126,204,2,4
05-May-22,34,"AA/2223/1285, AA/2223/1318",46111.68,7038.32,830,8504.76,2602.68,35004.24,53980,34045,1010,20565,1640,0,95,141,0,0
04-May-22,23,"AA/2223/1263, AA/2223/1284",24441.45,1844.55,3378.5,17739.05,4147.32,2555.08,29665,5749,8945,15792,821,0,107,170,1,1
03-May-22,42,"AA/2223/365R, AA/2223/1262",24813.57,2015.43,3110.78,17156.76,3677.32,3979.49,29940,5560,6450,18915,985,0,150,259,2,3
02-May-22,40,"AA/2223/1185, AA/2223/1188R",40964.2,4341.8,5160,21865.71,3153.57,15944.92,50466,13959,20690,16732,915,0,182,267,2,2
01-May-22,57,"AA/2223/1129, AA/2223/1184",64624.21,6677.84,5880.44,36196.76,4148.96,24278.49,77185.2,5726.2,35144,37315,1000,0,286,388,1,1
30-Apr-22,52,"AA/2223/1079, AA/2223/1128",50029.23,5080.21,8675.67,28029.67,4686.61,17312.95,63787,10720,23760,30152,845,0,262,435,2,12
29-Apr-22,37,"AA/2223/1042, AA/2223/1078",36753.64,3179.85,3716.46,23136.66,7133.93,6483.05,43650,9665,14005,20935,955,0,161,241,0,0
28-Apr-22,31,"AA/2223/1012, AA/2223/1041",34268.31,2215.69,3011.5,29170.48,2674.11,2423.73,39496,15275,13210,11902,891,0,132,255,1,1
27-Apr-22,39,"AA/2223/974, AA/2223/1011",24475.44,1842.56,2650,19371.43,745.54,4358.47,28968,5160,10168,14490,850,0,151,219,1,1
26-Apr-22,35,"AA/2223/939, AA/2223/973",39245.97,2888.53,3070,29314.76,6080.36,3850.85,45205,5465,19963,20759,982,0,175,339,0,0
25-Apr-22,43,"AA/2223/896, AA/2223/938",59222.39,6453.67,3141.34,29425.16,6351.46,23445.76,68817,13050,21221,35253,707,0,194,291,0,0
24-Apr-22,46,"AA/2223/852, AA/2223/854R2",45473.84,4265.16,3525,29227.62,2008.93,14237.29,53264,10970,11660,32119,1485,0,190,299,3,8
23-Apr-22,49,"AA/2223/803, AA/2223/851",58038.09,5480.66,5310,36219.9,4293.44,17524.75,68829,6140,37787,26162,1260,0,248,400,0,0
22-Apr-22,30,"AA/2223/774, AA/2223/802",28861.45,2428.55,3850,20009.52,2754.46,6097.46,35140,5705,15885,15670,2120,0,124,226,1,1
21-Apr-22,24,"AA/2223/751, AA/2223/773",13397.36,1018,2552.63,10719.4,0,2677.97,16968,8375,1020,8363,790,0,83,130,1,1
20-Apr-22,45,"AA/2223/707, AA/2223/750",54129.22,4801.38,6605,35272,5941.96,12915.25,65536,18570,13470,34742,1246,0,218,331,2,2
19-Apr-22,24,"AA/2223/684, AA/2223/706",23053.63,1437.07,4680.3,20167.62,1513.13,1372.88,29171,11020,8420,10276,545,0,114,183,1,1
18-Apr-22,46,"AA/2223/638, AA/2223/683",24945.68,1918.32,620,18838.1,2049.11,4058.47,27484,7070,11429,10235,1250,0,152,218,0,0
17-Apr-22,41,"AA/2223/597, AA/2223/637",24489.86,1740.14,1980,18594.81,4178.57,1716.49,28210,5585,9615,14390,1380,0,142,197,0,0
16-Apr-22,40,"AA/2223/557, AA/2223/596",31978.03,3134.97,3995,18785.71,2982.14,10210.17,39108,14930,7610,17223,655,0,158,232,0,0
15-Apr-22,39,"AA/2223/518, AA/2223/556",28591.73,2081.27,2395,23203.81,812.5,4575.42,33068,3060,5070,25154,216,0,173,244,0,0
