DATE,TOTAL BILLS,INVOICE RANGE,TOTAL TAXABLE AMOUNT,TOTAL TAX AMOUNT,Taxable Amount 0%,Taxable Amount 5%,Taxable Amount 12%,Taxable Amount 18%,TOTAL AMOUNT,CASH,CARD,OTHER MODES,AMOUNT RETURN,AMOUNT RETURN TO CREDIT,TOTAL ITEMS SOLD,TOTAL QTY,RETURNED ITEMS COUNT,RETURNED QTY
29-Dec-19,33,"A/1920/10881, A/1920/10912",0,0,33394,0,0,0,33394,6180,23995,5210,1991,0,127,156,1,3
28-Dec-19,50,"A/1920/10831, A/1920/10880",0,0,68610,0,0,0,68610,6140,51155,12140,825,0,248,328,0,0
27-Dec-19,44,"A/1920/10788, A/1920/10830",0,0,50495,0,0,0,50495,10620,16020,26130,2275,0,233,399,2,2
26-Dec-19,41,"A/1920/10747, A/1920/10787",0,0,34964,0,0,0,34964,14849,15825,5550,1260,0,197,650,0,0
25-Dec-19,51,"A/1920/10698, A/1920/10746",0,0,25420,0,0,0,25420,10270,15345,2155,2350,0,195,282,2,2
24-Dec-19,31,"A/1920/10667, A/1920/10697",0,0,16875,0,0,0,16875,7800,8100,2235,1260,0,126,179,0,0
23-Dec-19,35,"A/1920/10633, A/1920/10666",0,0,19535,0,0,0,19535,10815,7180,3730,2190,0,119,187,4,14
22-Dec-19,43,"A/1920/10590, A/1920/10632",0,0,24135,0,0,0,24135,11035,11420,2675,995,0,150,201,0,0
21-Dec-19,58,"A/1920/10532, A/1920/10589",0,0,58759,0,0,0,58759,11480,43549,4820,1090,0,294,426,0,0
20-Dec-19,51,"A/1920/10482, A/1920/10531",0,0,47790,0,0,0,47790,26270,16350,12445,7275,0,151,259,1,1
19-Dec-19,41,"A/1920/10441, A/1920/10481",0,0,36648,0,0,0,36648,13045,26553,1550,4500,0,134,183,0,0
18-Dec-19,42,"A/1920/10400, A/1920/10440",0,0,32029,0,0,0,32029,10069,13580,9930,1550,0,169,251,4,4
17-Dec-19,44,"A/1920/10358, A/1920/10399",0,0,24744,0,0,0,24744,10020,14029,1550,855,0,182,224,2,3
16-Dec-19,43,"A/1920/10315, A/1920/10357",0,0,26540,0,0,0,26540,9170,7200,11290,1120,0,154,256,0,0
15-Dec-19,58,"A/1920/10257, A/1920/10314",0,0,34219,0,0,0,34219,8390,21054,6830,2055,0,237,310,0,0
14-Dec-19,57,"A/1920/10201, A/1920/10256",0,0,40782,0,0,0,40782,13085,23673,6859,2835,0,265,386,1,1
13-Dec-19,59,"A/1920/10146, A/1920/10200",0,0,31665,0,0,0,31665,13875,15335,5210,2755,0,192,242,4,5
12-Dec-19,44,"A/1920/10103, A/1920/10145",0,0,38005,0,0,0,38005,15395,18895,6015,2300,0,190,301,1,1
11-Dec-19,35,"A/1920/10068, A/1920/10102",0,0,44973,0,0,0,44973,29890,17808,2060,4785,0,143,194,0,0
10-Dec-19,43,"A/1920/10026, A/1920/10067",0,0,35815,0,0,0,35815,17330,17880,4225,3620,0,146,226,1,1
09-Dec-19,30,"A/1920/9996, A/1920/10025",0,0,19005,0,0,0,19005,10275,3790,8295,3355,0,108,152,0,0
08-Dec-19,45,"A/1920/9951, A/1920/9995",0,0,26050,0,0,0,26050,7410,14320,5810,1490,0,148,243,0,0
07-Dec-19,51,"A/1920/9900, A/1920/9950",0,0,32465,0,0,0,32465,25540,10715,1390,5180,0,140,215,0,0
06-Dec-19,23,"A/1920/9877, A/1920/9899",0,0,11405,0,0,0,11405,8000,4620,100,1315,0,81,95,0,0
05-Dec-19,44,"A/1920/9833, A/1920/9876",0,0,37200.5,0,0,0,37201,23410,10512,5900,2621,0,184,278,0,0
04-Dec-19,39,"A/1920/9794, A/1920/9832",0,0,25207.75,0,0,0,25208,7485,18309,1200,1786,0,142,195,0,0
03-Dec-19,39,"A/1920/9757, A/1920/9793",0,0,37729,0,0,0,37729,15245,16839,8995,3350,0,161,258,2,3
02-Dec-19,43,"A/1920/9716, A/1920/9756",0,0,61700,0,0,0,61700,13915,36615,12135,965,0,201,282,24,34
01-Dec-19,52,"A/1920/9664, A/1920/9715",0,0,58260,0,0,0,58260,8130,41805,10065,1740,0,239,334,0,0
30-Nov-19,54,"A/1920/9610, A/1920/9663",0,0,51729,0,0,0,51729,9835,39834,4345,2285,0,212,301,0,0
29-Nov-19,44,"A/1920/9567, A/1920/9609",0,0,24567,0,0,0,24567,19985,8235,635,4288,0,169,206,1,1
28-Nov-19,47,"A/1920/9521, A/1920/9566",0,0,36765,0,0,0,36765,28215,12400,2560,6410,0,161,214,1,1
27-Nov-19,40,"A/1920/9482, A/1920/9520",0,0,30199.25,0,0,0,30199,17204,13995,1460,2460,0,170,228,1,1
26-Nov-19,31,"A/1920/9453, A/1920/9477R",0,0,29693,0,0,0,29693,12450,15779,1800,336,0,113,142,5,6
25-Nov-19,31,"A/1920/9422, A/1920/9452",0,0,27820,0,0,0,27820,13050,15110,1495,1835,0,114,144,0,0
24-Nov-19,69,"A/1920/9354, A/1920/9421",0,0,48313,0,0,0,48313,30089,21024,5015,7815,0,309,483,1,1
23-Nov-19,52,"A/1920/9303, A/1920/9353",0,0,41530,0,0,0,41530,18455,27160,1635,5720,0,212,255,1,1
22-Nov-19,28,"A/1920/9276, A/1920/9302",0,0,18820,0,0,0,18820,8405,11460,650,1695,0,103,154,0,0
21-Nov-19,32,"A/1920/9243, A/1920/9274",0,0,16140,0,0,0,16140,10635,8700,1110,4305,0,112,149,0,0
20-Nov-19,31,"A/1920/9212, A/1920/9242",0,0,56306.4,0,0,0,56306,35960,17355,4305,1314,0,158,290,0,0
19-Nov-19,47,"A/1920/9165, A/1920/9211",0,0,26034,0,0,0,26034,14440,9500,5299,3205,0,153,258,0,0
18-Nov-19,31,"A/1920/9134, A/1920/9164",0,0,24678.8,0,0,0,24679,16080,11397,660,3458,0,117,155.765,0,0
17-Nov-19,61,"A/1920/9074, A/1920/9133",0,0,56851.2,0,0,0,56850,20770,33252,5270,2442,0,228,282.885,1,1
16-Nov-19,46,"A/1920/9028, A/1920/9073",0,0,31524.8,0,0,0,31525,14597,11291,8460,2823,0,151,187.415,0,0
15-Nov-19,47,"A/1920/8983, A/1920/9027",0,0,26020,0,0,0,26020,12680,12210,5955,4825,0,163,230,2,2
14-Nov-19,29,"A/1920/8954, A/1920/8982",0,0,15395,0,0,0,15395,7525,7925,830,885,0,101,126,0,0
13-Nov-19,33,"A/1920/8921, A/1920/8953",0,0,24942.5,0,0,0,24943,3645,16465,5498,665,0,125,205,0,0
12-Nov-19,30,"A/1920/8891, A/1920/8920",0,0,21400,0,0,0,21400,10765,11245,980,1590,0,90,131,0,0
11-Nov-19,38,"A/1920/8853, A/1920/8890",0,0,33960,0,0,0,33960,16180,20290,405,2915,0,144,205,0,0
10-Nov-19,44,"A/1920/8809, A/1920/8852",0,0,35200,0,0,0,35200,7605,20920,7220,545,0,165,228,0,0
09-Nov-19,40,"A/1920/8772, A/1920/8808",0,0,39170,0,0,0,39170,5325,33240,1655,1050,0,158,206,3,3
08-Nov-19,33,"A/1920/8739, A/1920/8771",0,0,15620,0,0,0,15620,10170,6100,1065,1715,0,108,132,0,0
07-Nov-19,33,"A/1920/8706, A/1920/8738",0,0,23109,0,0,0,23109,13815,11084,80,1870,0,160,194,0,0
06-Nov-19,33,"A/1920/8675, A/1920/8705",0,0,23949,0,0,0,23949,9890,14550,2529,3020,0,139,201,2,6
05-Nov-19,33,"A/1920/8643, A/1920/8674",0,0,22774,0,0,0,22774,10245,12280,3380,3131,0,117,219,4,8
04-Nov-19,47,"A/1920/8596, A/1920/8642",0,0,23725,0,0,0,23725,18000,4990,2970,2235,0,168,237,0,0
03-Nov-19,66,"A/1920/8530, A/1920/8595",0,0,63495,0,0,0,63495,19480,24150,22100,2235,0,303,409,0,0
02-Nov-19,51,"A/1920/8479, A/1920/8529",0,0,37468,0,0,0,37468,15565,21900,2480,2477,0,249,337,0,0
01-Nov-19,49,"A/1920/8430, A/1920/8478",0,0,44772.8,0,0,0,44773,16775,20220,8223,445,0,196,334,0,0
31-Oct-19,36,"A/1920/8394, A/1920/8429",0,0,29930,0,0,0,29930,11890,19140,2475,3575,0,136,177,0,0
30-Oct-19,37,"A/1920/8357, A/1920/8393",0,0,28375,0,0,0,28375,14415,8135,8335,2510,0,149,186,0,0
29-Oct-19,29,"A/1920/8329, A/1920/8356",0,0,20565,0,0,0,20565,10080,6610,5331,1456,0,102,161,2,3
28-Oct-19,50,"A/1920/8279, A/1920/8305",0,0,44751,0,0,0,44752,23433,24010,1005,3696,0,260,354,0,0
27-Oct-19,21,"A/1920/8263, A/1920/8273",0,0,16600,0,0,0,16600,5750,11400,770,1320,0,98,142,0,0
26-Oct-19,56,"A/1920/8202, A/1920/8257",0,0,75180,0,0,0,75180,35550,44275,1125,5770,0,204,304,0,0
25-Oct-19,29,"A/1920/8173, A/1920/8199",0,0,29535,0,0,0,29535,17530,14780,230,3005,0,173,218,0,0
24-Oct-19,37,"A/1920/8137, A/1920/8159",0,0,24820,0,0,0,24820,19330,6160,2025,2695,0,120,159,1,1
23-Oct-19,45,"A/1920/8092, A/1920/8136",0,0,38675,0,0,0,38675,23725,12030,4140,1220,0,202,505,0,0
22-Oct-19,38,"A/1920/8054, A/1920/8091",0,0,27505,0,0,0,27505,18340,11860,0,2695,0,147,194,0,0
21-Oct-19,25,"A/1920/8029, A/1920/8053",0,0,9727.5,0,0,0,9728,7615,3938,150,1975,0,68,84,0,0
20-Oct-19,59,"A/1920/7970, A/1920/8028",0,0,58480,0,0,0,58480,19600,39890,1775,2785,0,305,412,0,0
19-Oct-19,60,"A/1920/7910, A/1920/7968",0,0,53925,0,0,0,53925,24000,22300,11125,3500,0,280,360,0,0
18-Oct-19,52,"A/1920/7858, A/1920/7909",0,0,25493,0,0,0,25493,20750,8750,455,4462,0,173,217,0,0
17-Oct-19,40,"A/1920/7818, A/1920/7825",0,0,41888,0,0,0,41888,19915,15094,9560,2681,0,197,299,0,0
16-Oct-19,38,"A/1920/7780, A/1920/7817",0,0,20150,0,0,0,20150,8885,6415,5775,925,0,126,178,0,0
15-Oct-19,36,"A/1920/7744, A/1920/7779",0,0,45175,0,0,0,45175,25080,18550,2545,1000,0,165,261,0,0
14-Oct-19,48,"A/1920/7696, A/1920/7724",0,0,46699,0,0,0,46699,23505,16750,11539,5095,0,231,310,0,0
13-Oct-19,55,"A/1920/7641, A/1920/7695",0,0,50434,0,0,0,50434,22145,30614,905,3230,0,226,306,0,0
12-Oct-19,37,"A/1920/7605, A/1920/7635",0,0,27289,0,0,0,27289,10760,18749,390,2610,0,176,235,2,2
11-Oct-19,36,"A/1920/7570, A/1920/7590",0,0,31275,0,0,0,31275,20810,11040,4330,4905,0,128,184,1,1
10-Oct-19,24,"A/1920/7547, A/1920/7569",0,0,16505,0,0,0,16505,4515,13490,100,1600,0,80,85,12,12
09-Oct-19,32,"A/1920/7515, A/1920/7546",0,0,22465,0,0,0,22465,8595,10970,4255,1355,0,118,194,0,0
08-Oct-19,3,"A/1920/7512, A/1920/7514",0,0,1140,0,0,0,1140,1260,0,0,120,0,4,4,0,0
07-Oct-19,51,"A/1920/7462, A/1920/7498",0,0,46457,0,0,0,46457,11939,28618,9340,3440,0,181,244,1,1
06-Oct-19,37,"A/1920/7425, A/1920/7461",0,0,30012,0,0,0,30012,5225,24058,1335,606,0,167,210,0,0
05-Oct-19,42,"A/1920/7383, A/1920/7421",0,0,41920,0,0,0,41920,21390,24355,440,4265,0,139,199,0,0
04-Oct-19,40,"A/1920/7343, A/1920/7382",0,0,67498,0,0,0,67498,15600,53560,660,2322,0,124,175,0,0
03-Oct-19,29,"A/1920/7314, A/1920/7342",0,0,25690,0,0,0,25690,16150,7915,3370,1745,0,137,213,0,0
02-Oct-19,69,"A/1920/7246, A/1920/7313",0,0,54774,0,0,0,54774,29549,28885,4290,7950,0,303,432,1,5
01-Oct-19,48,"A/1920/7198, A/1920/7245",0,0,34080,0,0,0,34080,22865,16000,1065,5850,0,173,265,0,0
30-Sep-19,23,"A/1920/7175, A/1920/7197",0,0,17145,0,0,0,17145,4450,13635,680,1620,0,78,88,0,0
29-Sep-19,54,"A/1920/7122, A/1920/7174",0,0,40490,0,0,0,40490,11900,28035,3275,2720,0,175,241,1,1
28-Sep-19,59,"A/1920/7063, A/1920/7121",0,0,40754,0,0,0,40754,15735,25334,1605,1920,0,276,363,0,0
27-Sep-19,43,"A/1920/7023, A/1920/7062",0,0,21459,0,0,0,21459,8285,8010,7064,1900,0,137,210,8,13
26-Sep-19,48,"A/1920/6975, A/1920/7022",0,0,51434,0,0,0,51434,26250,20019,7435,2270,0,176,289,0,0
25-Sep-19,24,"A/1920/6951, A/1920/6974",0,0,17764,0,0,0,17764,10100,6060,3040,1436,0,93,178,0,0
24-Sep-19,19,"A/1920/6932, A/1920/6950",0,0,31880,0,0,0,31880,8100,15790,8460,470,0,98,134,0,0
23-Sep-19,40,"A/1920/6892, A/1920/6931",0,0,42260,0,0,0,42260,18515,18075,9485,3815,0,160,216,0,0
22-Sep-19,42,"A/1920/6850, A/1920/6891",0,0,46545,0,0,0,46545,19230,27240,2190,2115,0,193,242,0,0
21-Sep-19,51,"A/1920/6800, A/1920/6849",0,0,67597,0,0,0,67597,14015,49830,6168,2416,0,251,308,1,1
20-Sep-19,39,"A/1920/6761, A/1920/6799",0,0,60067,0,0,0,60067,29203,22510,9540,1186,0,145,279,0,0
19-Sep-19,37,"A/1920/6726, A/1920/6760",0,0,36215,0,0,0,36215,18080,15060,3600,525,0,141,173,6,7
18-Sep-19,46,"A/1920/6680, A/1920/6725",0,0,49664,0,0,0,49664,21925,26235,2405,901,0,230,309,0,0
17-Sep-19,39,"A/1920/6643, A/1920/6679",0,0,37710,0,0,0,37710,6965,31420,1260,1935,0,101,111,4,4
16-Sep-19,47,"A/1920/6597, A/1920/6642",0,0,38487.65,0,0,0,38488,18510,15564,9930,5516,0,154,192,1,1
15-Sep-19,59,"A/1920/6538, A/1920/6596",0,0,69408,0,0,0,69408,9130,57173,4935,1830,0,245,317,0,0
14-Sep-19,60,"A/1920/6479, A/1920/6537",0,0,141159,0,0,0,141159,78545,64019,2245,3650,0,295,402,1,1
13-Sep-19,43,"A/1920/6436, A/1920/6478",0,0,87859,0,0,0,87859,27640,43489,17495,765,0,188,252,0,0
12-Sep-19,34,"A/1920/6402, A/1920/6435",0,0,59605,0,0,0,59605,13505,19985,28905,2790,0,124,177,0,0
11-Sep-19,31,"A/1920/6371, A/1920/6378",0,0,27846,0,0,0,27846,9820,19963,1075,3012,0,91,115,0,0
10-Sep-19,47,"A/1920/6324, A/1920/6370",0,0,38912,0,0,0,38912,14905,16199,9465,1657,0,161,287,0,0
09-Sep-19,38,"A/1920/6286, A/1920/6323",0,0,86385,0,0,0,86385,21130,22799,45880,3424,0,167,747,0,0
08-Sep-19,63,"A/1920/6225, A/1920/6285",0,0,69522,0,0,0,69522,17655,52181,2553,2867,0,230,279,2,2
07-Sep-19,70,"A/1920/6157, A/1920/6224",0,0,92654,0,0,0,92654,33352,37359,26213,4270,0,249,351,4,4
06-Sep-19,41,"A/1920/6117, A/1920/6156",0,0,51933,0,0,0,51933,23435,30023,1940,3465,0,168,330,8,20
05-Sep-19,46,"A/1920/6071, A/1920/6116",0,0,36434,0,0,0,36434,27465,13576,3315,7922,0,193,238,0,0
04-Sep-19,41,"A/1920/6031, A/1920/6070",0,0,41396,0,0,0,41396,17553,22655,4500,3312,0,185,262,2,2
03-Sep-19,26,"A/1920/6005, A/1920/6030",0,0,38771,0,0,0,38771,10535,23456,8565,3785,0,115,189,0,0
02-Sep-19,24,"A/1920/5981, A/1920/6004",0,0,41698,0,0,0,41698,5400,26015,10378,95,0,133,182,0,0
01-Sep-19,55,"A/1920/5927, A/1920/5980",0,0,71551,0,0,0,71551,15127,58916,405,2897,0,241,347,1,1
31-Aug-19,57,"A/1920/5872, A/1920/5926",0,0,75355,0,0,0,75355,38143,39321,555,2664,0,212,385,3,6
30-Aug-19,35,"A/1920/5838, A/1920/5871",0,0,44695,0,0,0,44695,16185,18460,11335,1285,0,163,204,1,1
29-Aug-19,37,"A/1920/5801, A/1920/5837",0,0,55331,0,0,0,55331,30165,16058,10850,1742,0,143,178,0,0
28-Aug-19,43,"A/1920/5758, A/1920/5800",0,0,20217,0,0,0,20217,10855,9060,2498,2196,0,128,157,0,0
27-Aug-19,44,"A/1920/5715, A/1920/5757",0,0,23221,0,0,0,23221,8680,12986,3165,1610,0,172,246,1,1
26-Aug-19,32,"A/1920/5683, A/1920/5714",0,0,15451,0,0,0,15451,5705,8185,2640,1079,0,105,149,0,0
25-Aug-19,70,"A/1920/5615, A/1920/5682",0,0,100769,0,0,0,100769,31995,59614,12745,3585,0,333,433,2,3
24-Aug-19,60,"A/1920/4872R, A/1920/5614",0,0,28621,0,0,0,28621,8165,18318,3355,1217,0,209,324,3,4
23-Aug-19,22,"A/1920/5537, A/1920/5556",0,0,31870.7,0,0,0,31871,12240,3595,20262,4226,0,91,268,1,1
22-Aug-19,46,"A/1920/5491, A/1920/5536",0,0,21615,0,0,0,21615,11770,10308,1315,1778,0,148,210,0,0
21-Aug-19,30,"A/1920/5461, A/1920/5490",0,0,19246,0,0,0,19246,12825,7125,1650,2354,0,135,461,0,0
20-Aug-19,45,"A/1920/5416, A/1920/5460",0,0,19133,0,0,0,19133,12325,8225,828,2245,0,151,231,0,0
19-Aug-19,42,"A/1920/5374, A/1920/5415",0,0,20131,0,0,0,20131,13701,7848,703,2121,0,142,175,0,0
18-Aug-19,50,"A/1920/5324, A/1920/5373",0,0,28572,0,0,0,28572,13620,16202,508,1758,0,212,265,0,0
17-Aug-19,36,"A/1920/5288, A/1920/5323",0,0,36764,0,0,0,36764,31495,11106,85,5922,0,183,312,0,0
16-Aug-19,43,"A/1920/5246, A/1920/5287",0,0,24998,0,0,0,24998,11363,12040,4520,2925,0,153,233,1,8
15-Aug-19,51,"A/1920/5195, A/1920/5245",0,0,40155,0,0,0,40155,12910,25094,2715,564,0,233,297,0,0
14-Aug-19,33,"A/1920/5163, A/1920/5194",0,0,25685,0,0,0,25685,9850,14850,2055,1070,0,166,231,1,1
13-Aug-19,50,"A/1920/5113, A/1920/5162",0,0,24941,0,0,0,24941,8755,11160,6783,1757,0,177,237,0,0
12-Aug-19,40,"A/1920/5074, A/1920/5112",0,0,31039,0,0,0,31039,10900,20614,550,1025,0,179,237,10,12
11-Aug-19,71,"A/1920/5005, A/1920/5073",0,0,39710.5,0,0,0,39711,19920,23808,490,4507,0,262,321,2,2
10-Aug-19,59,"A/1920/4946, A/1920/5004",0,0,51518,0,0,0,51518,15225,35205,3005,1917,0,277,389,0,0
09-Aug-19,26,"A/1920/4921, A/1920/4945",0,0,14758.5,0,0,0,14759,5130,4480,6270,1121,0,94,119,1,1
08-Aug-19,29,"A/1920/4892, A/1920/4920",0,0,20841,0,0,0,20841,7645,10236,3455,495,0,132,203,0,0
07-Aug-19,36,"A/1920/4856, A/1920/4891",0,0,39001,0,0,0,39001,25675,11063,4277,2014,0,248,1024,0,0
06-Aug-19,50,"A/1920/4808, A/1920/4855",0,0,44954,0,0,0,44954,27625,14906,5130,2707,0,229,364,5,5
05-Aug-19,38,"A/1920/4770, A/1920/4807",0,0,27468,0,0,0,27468,18443,10000,1720,2695,0,168,236,0,0
04-Aug-19,77,"A/1920/4693, A/1920/4769",0,0,68485,0,0,0,68485,26827,27625,17975,3942,0,391,509,0,0
03-Aug-19,56,"A/1920/4637, A/1920/4692",0,0,53367.55,0,0,0,53368,18452,33308,4280,2672,0,344,447,0,0
02-Aug-19,12,"A/1920/4625, A/1920/4636",0,0,8826,0,0,0,8826,4440,2255,3118,987,0,51,60,0,0
01-Aug-19,47,"A/1920/4580, A/1920/4624",0,0,25599,0,0,0,25599,21176,6989,1140,3706,0,177,239,2,3
31-Jul-19,37,"A/1920/4544, A/1920/4579",0,0,30628,0,0,0,30628,15601,16876,55,1904,0,186,249,1,1
30-Jul-19,38,"A/1920/4506, A/1920/4543",0,0,25146,0,0,0,25146,15705,11061,930,2550,0,162,242,0,0
29-Jul-19,44,"A/1920/4463, A/1920/4505",0,0,34965,0,0,0,34965,20605,14994,3080,3714,0,173,221,2,6
28-Jul-19,36,"A/1920/4427, A/1920/4462",0,0,36708,0,0,0,36708,12210,27738,515,3755,0,218,325,0,0
27-Jul-19,76,"A/1920/4352, A/1920/4426",0,0,64433,0,0,0,64433,22351,33378,14313,5609,0,432,590,2,2
26-Jul-19,33,"A/1920/4319, A/1920/4351",0,0,15945,0,0,0,15945,8220,9010,535,1820,0,106,134,0,0
25-Jul-19,39,"A/1920/4280, A/1920/4307",0,0,20027,0,0,0,20027,11425,9038,915,1351,0,136,177,0,0
24-Jul-19,35,"A/1920/4245, A/1920/4279",0,0,32731,0,0,0,32731,20858,14593,815,3535,0,159,242,0,0
23-Jul-19,50,"A/1920/4195, A/1920/4244",0,0,28845,0,0,0,28845,17990,11344,6027,6516,0,196,258,0,0
22-Jul-19,39,"A/1920/4156, A/1920/4194",0,0,29578,0,0,0,29578,21360,7361,2960,2103,0,161,260,0,0
21-Jul-19,61,"A/1920/4096, A/1920/4155",0,0,55763,0,0,0,55763,20850,33749,3645,2481,0,274,378,1,1
20-Jul-19,52,"A/1920/4045, A/1920/4095",0,0,36879.5,0,0,0,36880,16109,20394,1930,1553,0,227,318,1,3
19-Jul-19,44,"A/1920/4002, A/1920/4044",0,0,31985,0,0,0,31985,14590,18170,100,875,0,196,268,1,1
18-Jul-19,34,"A/1920/3969, A/1920/4000",0,0,22567,0,0,0,22567,13875,10584,1130,3022,0,144,176,1,1
17-Jul-19,34,"A/1920/3935, A/1920/3968",0,0,17143,0,0,0,17143,8405,7335,3438,2035,0,112,174,0,0
16-Jul-19,39,"A/1920/3896, A/1920/3934",0,0,22207.85,0,0,0,22208,15405,5740,3538,2475,0,147,200,0,0
15-Jul-19,38,"A/1920/3858, A/1920/3895",0,0,28150,0,0,0,28150,14205,15043,1505,2603,0,177,220,0,0
14-Jul-19,60,"A/1920/3799, A/1920/3857",0,0,46749,0,0,0,46749,23274,23032,3665,3222,0,311,408,1,2
13-Jul-19,65,"A/1920/3734, A/1920/3798",0,0,55512,0,0,0,55512,31068,19295,9125,3976,0,335,492,0,0
12-Jul-19,30,"A/1920/3705, A/1920/3733",0,0,26129,0,0,0,26129,23312,5370,295,2848,0,163,222,1,1
11-Jul-19,34,"A/1920/3673, A/1920/3704",0,0,26491,0,0,0,26491,19925,6891,1344,1669,0,152,197,2,2
10-Jul-19,31,"A/1920/3642, A/1920/3672",0,0,32023,0,0,0,32023,18388,14335,1150,1850,0,151,181,0,0
09-Jul-19,33,"A/1920/3609, A/1920/3641",0,0,28100,0,0,0,28100,17381,12780,200,2261,0,133,196,0,0
08-Jul-19,33,"A/1920/3577, A/1920/3608",0,0,34155,0,0,0,34155,14640,16960,3575,1020,0,145,174,1,1
07-Jul-19,70,"A/1920/3507, A/1920/3576",0,0,50294.5,0,0,0,50295,15215,37860,1195,3975,0,282,365,0,0
06-Jul-19,88,"A/1920/3421, A/1920/3506",0,0,58848.7,0,0,0,58849,18020,35166,7639,1976,0,414,520,2,2
05-Jul-19,35,"A/1920/3386, A/1920/3420",0,0,32775,0,0,0,32775,14400,17227,5050,3902,0,208,325,0,0
04-Jul-19,41,"A/1920/3345, A/1920/3385",0,0,30539,0,0,0,30539,13930,17739,3890,5020,0,196,282,0,0
03-Jul-19,42,"A/1920/3303, A/1920/3339",0,0,25144,0,0,0,25144,17090,10179,1205,3330,0,184,211,0,0
02-Jul-19,31,"A/1920/3272, A/1920/3302",0,0,24100,0,0,0,24100,12875,5005,8695,2475,0,160,232,0,0
01-Jul-19,38,"A/1920/3234, A/1920/3271",0,0,24738,0,0,0,24738,23603,4906,1070,4841,0,154,191,0,0
30-Jun-19,45,"A/1920/3189, A/1920/3233",0,0,38902,0,0,0,38902,10005,27119,5123,3345,0,240,344,0,0
29-Jun-19,50,"A/1920/3139, A/1920/3188",0,0,54167.75,0,0,0,54168,14850,39220,1925,1827,0,266,373,0,0
28-Jun-19,33,"A/1920/3107, A/1920/2979R",0,0,23242.75,0,0,0,23243,10210,13319,1295,1581,0,140,187,4,4
27-Jun-19,37,"A/1920/3070, A/1920/3106",0,0,42392,0,0,0,42392,23760,20603,210,2181,0,144,211,0,0
26-Jun-19,32,"A/1920/3038, A/1920/3069",0,0,24604,0,0,0,24604,17435,8165,2615,3611,0,129,165,0,0
25-Jun-19,34,"A/1920/3006, A/1920/3037",0,0,34070,0,0,0,34070,20755,5375,11815,3875,0,132,200,2,2
24-Jun-19,30,"A/1920/2976, A/1920/3005",0,0,23895.75,0,0,0,23896,10555,13875,580,1114,0,132,185,0,0
23-Jun-19,57,"A/1920/2921, A/1920/2975",0,0,60374,0,0,0,60374,16070,43539,2860,2095,0,252,347,2,2
22-Jun-19,48,"A/1920/2874, A/1920/2920",0,0,51837,0,0,0,51837,16031,33926,2940,1060,0,217,274,1,1
21-Jun-19,19,"A/1920/2855, A/1920/2873",0,0,15062.75,0,0,0,15063,3838,11315,180,270,0,62,90,0,0
20-Jun-19,22,"A/1920/2833, A/1920/2854",0,0,11260,0,0,0,11260,9400,2905,0,1045,0,69,109,0,0
19-Jun-19,52,"A/1920/2783, A/1920/2832",0,0,59324,0,0,0,59324,33285,31170,1015,6146,0,203,259,2,2
18-Jun-19,37,"A/1920/2749, A/1920/2782",0,0,42758,0,0,0,42758,-315,36064,8445,1036,400,137,169,8,8
17-Jun-19,32,"A/1920/2719, A/1920/2748",0,0,45516.75,0,0,0,45517,12560,16242,17390,675,0,138,204,4,4
16-Jun-19,44,"A/1920/2675, A/1920/2718",0,0,60679.25,0,0,0,60679,12930,46799,2525,1575,0,260,303,0,0
15-Jun-19,53,"A/1920/2624, A/1920/2665",0,0,47544.76,0,0,0,47545,32878,17158,1643,4134,0,178,239,2,2
14-Jun-19,38,"A/1920/2586, A/1920/2623",0,0,43578,0,0,0,43578,18345,28994,245,4006,0,146,171,0,0
13-Jun-19,36,"A/1920/2550, A/1920/2585",0,0,30652,0,0,0,30652,16246,14348,2285,2227,0,165,236,0,0
12-Jun-19,34,"A/1920/2516, A/1920/2549",0,0,34042,0,0,0,34042,18363,16450,505,1276,0,129,164,0,0
11-Jun-19,41,"A/1920/2475, A/1920/2515",0,0,40649,0,0,0,40649,18655,25128,2865,5999,0,184,254,0,0
10-Jun-19,26,"A/1920/2449, A/1920/2474",0,0,17482.2,0,0,0,17482,14231,4226,1930,2905,0,114,147,0,0
09-Jun-19,48,"A/1920/2401, A/1920/2448",0,0,36055,0,0,0,36055,9050,18977,9682,1004,650,204,719,0,0
08-Jun-19,46,"A/1920/2355, A/1920/2400",0,0,28245,0,0,0,28245,17030,11793,1098,1676,0,224,288,0,0
07-Jun-19,42,"A/1920/2315, A/1920/2274R",0,0,49163.3,0,0,0,49164,19000,22228,8983,1047,0,161,220,3,5
06-Jun-19,48,"A/1920/2269, A/1920/2276",0,0,35424,0,0,0,35424,16143,9233,12425,2377,0,184,238,2,2
05-Jun-19,9,"A/1920/2268, A/1920/2267",0,0,1420,0,0,0,1420,715,705,0,0,0,15,16,2,2
04-Jun-19,33,"A/1920/2230, A/1920/2261",0,0,45065.5,0,0,0,45066,19895,20693,7900,3422,0,162,236,2,2
03-Jun-19,19,"A/1920/2211, A/1920/2229",0,0,10798,0,0,0,10798,7370,3918,350,840,0,76,94,0,0
02-Jun-19,46,"A/1920/2166, A/1920/2210",0,0,45839,0,0,0,45839,18430,27151,4410,4152,0,232,354,5,20
01-Jun-19,39,"A/1920/2129, A/1920/2165",0,0,38946.11,0,0,0,38946,25370,16605,680,3709,0,186,263,2,2
