NAME,BRAND,UOM,CATEGORY,SUB CATEGORY,TAX CODE,QTY SOLD,NO. OF BILLS,TAXABLE AMOUNT,REVENUE,MRP,SP/WP/SPLP/OP,CP
Tamarind-500 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,2,1,266.67,280,70,140,61.95
Dryfruit Mix packet,Manam Foods,1 kg,Dry Fruit,MIXED,0,4,4,680,680,170,170,120
S Cloth Carry Bag,Cloth Bag,1 pc,Bags & Luggages,Cloth Bag,0,14,12,28,28,2,2,8
Size 3 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,3,3,336,336,160,112,85
Nature Drop Dish Wash,Herbal Strategi,1 ltr,Miscellaneous,Miscellaneous,0,296,262,44400,44400,150,150,0
Green Gram Whole 500gmspvs,Prakruthivanam,1 pc,Grocery & Staples,Grains,0,47,38,3290,3290,70,70,52.5
Red Gram Stone Crushed 500gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,567,424,42525,42525,75,75,0
Honey Farm Collection - 1kg - Pvs,Prakruthivanam,1 pc,Branded Foods,Honey,0,217,167,84630,84630,390,390,289
Jonna Laddu-150 Gms -pvs,Prakruthivanam,1 pc,Snacks,Home Made,0,199,128,15920,15920,80,80,53.55
Mosrelief,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,836,538,71060,71060,85,85,0
Chilli Powder-100 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Powder,0,57,56,2280,2280,40,40,22
Bajra-1 Kg-pvs,Prakruthivanam,1 pc,Millet,Millet,0,49,44,2450,2450,50,50,37.8
Coconut Oil 500ml - Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,646,621,161500,161500,250,250,0
Neem & Aloevera Soap - 100gms - Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,827,539,74430,74430,90,90,0
Shampoo -600 Ml -pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,0,116,93,44080,44080,380,380,274.94
Groundnut Oil -1lts-pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,0,376,228,116560,116560,310,310,230
Andu Korralu 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,32,27,5760,5760,180,180,192
Flax Seed 250grms-pvs,Prakruthivanam,1 pc,Seeds And Grains,Seeds,0,71,68,3905,3905,55,55,42
Gingely Oil 1 Lts Pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,0,95,80,55100,55100,580,580,490.35
Herbal Cockroach Repellent 100ml,Herbal Strategi,1 ltr,Household,Utensils & crockery,0,74,71,13320,13320,180,180,122.03
Safflower Oil 500ml,Prakruthivanam,1 btl,Grocery & Staples,Cooking Oil,0,10,9,2500,2500,250,250,243.6
Sama Rawa - 500 Gms - Pvs,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Millet Ravva,0,64,35,5760,5760,90,90,69.3
Gingely Oil 500ml - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,0,53,49,15370,15370,290,290,243.6
Korra Rava - 500 Gms - Pvs,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,0,51,34,4080,4080,80,80,61.95
Cow Milk & Sandal Wood - 100gms -pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,1190,822,119000,119000,100,100,0
Panchagavya Soap - 100grm - Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,423,304,42300,42300,100,100,0
Chivada 100gms -pvs,Prakruthivanam,1 pc,Snacks,Home Made,0,26,25,1560,1560,60,60,42
Rice Nippattu 100gms,Prakruthivanam,1 grm,Snacks,Home Made,0,59,47,3540,3540,60,60,42
Neem & Tulsi Soap-100gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,908,595,81720,81720,90,90,0
Dates 250gms Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,578,513,63580,63580,110,110,0
Sprouted Ragi Powder-1kg-pvs,Prakruthivanam,1 pc,Millet,Millet Flour,0,33,29,3960,3960,120,120,84
Natureclean Handsanitizer,Herbal Strategi,1 ltr,Miscellaneous,Miscellaneous,0,82,71,5740,5740,70,70,0
Jowar (jonnalu)-1kg-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,238,166,11900,11900,50,50,0
Copper Plates,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,902,711,198440,198440,220,220,0
Varigalu 1 Kg-pvs,Prakruthivanam,1 pc,Millet,Millet,0,3,5,480,480,160,160,122.85
Millet Muruku-100 Gms-PVS,Prakruthivanam,1 grm,Snacks,Home Made,0,30,27,1800,1800,60,60,44.1
Shampoo -200 Ml -pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,0,263,217,36820,36820,140,140,97.94
Ground Nut Oil 5ltr,Prakruthivanam,1 btl,KIRANA,COLD PRESSED OILS,0,5,5,7750,7750,1550,1550,1149.75
Honey Farm Collection-500 Gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,832,802,166400,166400,200,200,0
Single Polish Rice 20kgs Bag,Prakruthivanam,1 bag,Custom,Miscellaneous,0,1,1,750,750,1500,750,1197
Sunni Pindi (bath Powder) 200grms--pvs,Prakruthivanam,1 pc,Personal Care,Skin Care,0,64,51,6400,6400,100,100,70.56
Safflower Oil - 1lts-pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,0,101,85,49490,49490,490,490,380.1
Palapack Multhanimatti Soap Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,865,609,60550,60550,70,70,0
Peppar -100gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,120,111,16800,16800,140,140,0
Groundnuts 500gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Grains,0,74,60,6660,6660,90,90,72.45
Water Filter With Natural Minerals + Alkalinity (n),Water Filter,1 pc,Water,Water,0,51,49,459000,459000,9000,9000,7199.99
Toilet Cleaner 500ml,Herbal Strategi,1 ltr,Miscellaneous,Miscellaneous,0,87,82,11310,11310,130,130,0
Kitchen Cleaner 500ml,Herbal Strategi,1 ltr,Miscellaneous,Miscellaneous,0,91,91,10010,10010,110,110,0
Arogya Dishwash Gel250ml,Arogya Rahasya,1 ltr,Household,Dishwash,0,23,21,1610,1610,70,70,52.5
Floor Cleaner 2000ml,Herbal Strategi ,1 ltr,Household,Home Linen,0,14,14,4270,4270,305,305,206.78
Bathroom Cleaner 500ml,Herbal Strategi,1 ltr,Household,Cleaning Accessories,0,38,35,4560,4560,120,120,81.36
Phynol 1 Lts-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,409,349,26585,26585,65,65,0
Ragulu-1 Kg-pvs,Prakruthivanam,1 pc,Millet,Millet,0,48,34,2880,2880,60,60,46.2
Multi Grain Atta 1 Kg Pvs,Prakruthivanam,1 pc,Millet,Millet Flour,0,58,36,6380,6380,110,110,85.05
Andu Korra Rawa 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,0,22,15,2530,2530,115,115,92
Udara Rawa - 500 Gms - Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,368,289,31280,31280,75,85,0
Arika Rawa 500gms Pvs,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,0,176,138,18480,18480,105,105,102
Jeera 250gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,0,29,28,3480,3480,120,120,90.3
White Gingely Seeds 500gms-pvs,Prakruthivanam,1 pc,Seeds And Grains,Seeds,0,32,19,4160,4160,130,130,103.95
Black Gram Without Husk 1kg Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,361,253,61370,61370,170,170,0
Desi CowGhee 400-G,Arogya Rahasya, grm,Miscellaneous,Miscellaneous,0,375,297,195000,195000,520,520,468
Green Gram Split 500 Gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,0,39,37,3510,3510,90,90,72.45
Nature Drop 2 ltr,Herbal Strategi,1 ltr,Household,Dishwash,0,35,34,17325,17325,495,495,335.6
L Cloth Carry Bag,Cloth Bag,1 pc,Bags & Luggages,Cloth Bag,0,1,1,3.76,3.76,4,3.76,13
Jowar (jonnalu)-1kg-pvs,Prakruthivanam,1 pc,Seeds And Grains,Grains,0,29,4,1363,1363,50,47,37
Groundnut Oil 500ml - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,0,9,8,1440,1440,190,160,147
Vetivert Bath Soap - 100gms -pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,606,407,60600,60600,100,100,0
Wheat Flour-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Flours & Staples,0,39,25,3510,3510,90,90,72.45
transport,Travels/courier,1 kg,Miscellaneous,Miscellaneous,0,1570,5,1570,1570,1,1,0
Horse Gram Masala-100 Gms-pvs,Prakruthivanam,1 pc,Snacks,Home Made,0,193,183,5790,5790,30,30,21
Jowar-Spicy Pops-50grms-Pvs,Prakruthivanam,1 grm,Snacks,Home Made,0,35,31,1050,1050,30,30,22.05
Fried Channa Dal250gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,0,16,16,640,640,40,40,31.5
Cast Iron Dutch Pan,Cast Iron,1 pc,Miscellaneous,Miscellaneous,0,6,8,7200,7200,1200,1200,651
Cast Iron Paniyaram Pan,Cast Iron,1 mtr,Miscellaneous,Miscellaneous,0,8,8,7200,7200,900,900,483
Pacha Jonna Rawa-500gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,76,56,4940,4940,65,65,0
Ragi Flour-1kg-pvs,Prakruthivanam,1 pc,Millet,Millet Flour,0,37,37,2590,2590,70,70,53.55
Samalu (little Millet) Rice - 1kg - Pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,0,363,244,47190,47190,130,130,99.75
Red Chillies-250g-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,0,105,92,8400,8400,80,80,65
Badam-250gms-pvs,Prakruthivanam,1 pc,Dry Fruit,Dry Fruit,0,33,29,10560,10560,320,320,265.44
Pacha Jonnalu-1 Kg-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,207,147,20700,20700,100,100,0
Jeera -100 Gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,463,427,20835,20835,45,45,0
Soap Nuts Puls 500g,Gcc,1 kg,Personal Care,Hair Wash,0,90,79,4500,4500,50,50,44
Chilli Powder-500 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Powder,0,75,62,12000,12000,160,160,137
Soapnut Powder GCC,GCC,1 grm,Miscellaneous,Miscellaneous,0,46,43,2530,2530,55,55,0
Gcc Amla Powder 200g,Gcc,1 kg,Masala & Spices,Powder,0,30,29,2400,2400,80,80,58
Hot Sajja Vada-pvs,Prakruthivanam,1 pc,Snacks,Home Made,0,29,26,2900,2900,100,100,70.35
Nature Rinse Herbal Foam Handwash,Herbal Strategi,1 ltr,Miscellaneous,Miscellaneous,0,67,56,12060,12060,180,180,0
"Cast Iron Kadai 7.5""",Cast Iron,1 mtr,Miscellaneous,Miscellaneous,0,11,13,9900,9900,900,900,504
Jonna Muruku 100gmspvs,Prakruthivanam,1 pc,Snacks,Home Made,0,54,47,3240,3240,60,60,42
Dates-500 Gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,517,412,108570,108570,210,210,0
Palma Rose Oil -25ml,Prakruthivanam,1 ltr,Personal Care,Body Care,0,4,2,520,520,125,130,100.01
Redgram Stone Crushed-1kg-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,888,617,124320,124320,140,140,0
Korralu - 1kg -pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,0,341,233,40920,40920,120,120,92.4
Citronella Incense Sticks,Herbal Strategi,1 kg,Miscellaneous,Miscellaneous,0,124,105,4960,4960,40,40,0
Sandal Incense Sticks,Herbal Strategi,1 kg,Miscellaneous,Miscellaneous,0,305,235,12200,12200,40,40,0
Green Gram Whole-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Grains,0,56,47,7280,7280,130,130,98.7
Black Gram Stone Crushed-1kg-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,145,113,21750,21750,150,150,0
Cast Iron Single Handle Dosa Pan,Cast Iron,1 pc,Miscellaneous,Miscellaneous,0,9,8,5850,5850,650,650,315
Jackfruit Rs. 20,GO DESi,1 grm,Miscellaneous,Miscellaneous,0,414,296,8280,8280,20,20,15
Flax Seed Powder-100gms-PVS,PRAKRUTHIVANAM,1 pkt,Miscellaneous,Miscellaneous,0,292,251,8760,8760,30,30,0
Channa Black 500gms Pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,0,37,31,2220,2220,60,60,46.2
Coconut Oil 1lt Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,570,486,279300,279300,490,490,0
Amla Rs. 20,GO DESi,1 grm,Miscellaneous,Miscellaneous,0,446,375,8920,8920,20,20,15
Tumeric Powder -250gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,264,234,19800,19800,75,75,0
Kandi Powder-100gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,262,244,7860,7860,30,30,0
Dry Dates-100g,Manam Foods,1 kg,Dry Fruit,DATES DRY,0,8,8,360,360,45,45,29
Millet Dosa Mix 500 Gms-pvs,Prakruthivanam,500 grm,Millet,Millet Flour,0,1,1,120,120,120,120,58
Mosrelief Machine&vaporizer,Herbal Strategi,1 ltr,Household,Mosquito Repelent,0,27,24,3645,3645,135,135,108.01
Blackgramwhole-500gms,PRAKRUTHIV,1 grm,Custom,Custom,0,54,38,3780,3780,70,70,48.57
Lavender Incense Sticks,Herbal Strategic,1 kg,Miscellaneous,Miscellaneous,0,178,143,7120,7120,40,40,0
Rose Clear Face Pack-20gms,Prakruthivanam,1 grm,Miscellaneous,Miscellaneous,0,114,101,3420,3420,30,30,25
Black Kiss miss 100g,Manam Foods,1 pkt,Dry Fruit,Kis Miss,0,10,7,550,550,55,55,30
GO DESI Lemon Chaat Rs.5,GO DESi,1 grm,Miscellaneous,Miscellaneous,0,1568,422,7840,7840,5,5,1.87
verri nuvvulu oil 200ml,Prakruthivanam,200 ml,Miscellaneous,Miscellaneous,0,127,116,24130,24130,190,190,0
Citronella Oil-15ml,Prakruthivanam,1 ltr,Miscellaneous,Miscellaneous,0,500,356,40000,40000,80,80,60
Castrol Oil 200ml,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,422,372,29540,29540,70,70,0
Rasam Powder-100 Gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,223,209,12265,12265,55,55,0
Palma Rose Oil -25ml,Prakruthivanam,1 ltr,Miscellaneous,Miscellaneous,0,127,120,15875,15875,125,125,100.01
Shikakai Powder GCC,GCC,1 grm,Miscellaneous,Miscellaneous,0,32,32,1760,1760,55,55,0
Chia Seeds-100g,Prakruthivanam,1 grm,Masala & Spices,Spices,0,25,22,1750,1750,70,70,58.8
Sprouted Ragi Powder-500gms-pvs,Prakruthivanam,1 pc,Millet,Millet Flour,0,29,24,2030,2030,70,70,49.35
Aloevera Juice-500ml,Arogya Rahasya,1 ltr,Sharbat Falooda & Juices,Juices,0,36,36,3780,3780,105,105,86.25
Sama Flour - 500 Gms - Pvs,Prakruthivanam,1 pc,Millet,Millet Flour,0,11,9,880,880,80,80,61.95
Udarlu flour 1kg,prakruthivanam,1 pkt,Millet,Millet Flour,0,3,3,450,450,150,150,114.45
Korra Flour 500gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Siri Dhanyalu Flour,0,18,14,1260,1260,70,70,53.55
Andu Korra Flour 500g,Prakruthivanam,1 pc,Millet,Millet Flour,0,26,23,2730,2730,105,105,84
Vudarlu 1kg Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,2408,1786,337120,337120,140,140,0
Andu Korralu1kg,Prakruthivanam,1 kg,Millet,Millet,0,336,228,60480,60480,180,180,144
Arika Flour 500g Pvs,Prakruthivanam,1 pc,Millet,Millet Flour,0,100,90,9500,9500,95,95,93
Groundnut Chikki-250 Gms-pvs,Prakruthivanam,1 pc,Snacks,Home Made,0,368,255,36800,36800,100,100,70.35
Water Filter With Natural Minerals + Alkalinity (n),Water Filter,1 pc,Water,Water,0,4,4,34000,34000,9000,8500,7199.99
Tumeric Powder -100gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,730,667,21900,21900,30,30,0
Sweet Sajja Vada,Prakruthivanam,1 pc,Snacks,Home Made,0,28,25,2800,2800,100,100,70.35
Ragi Flour 500gmspvs,Prakruthivanam,1 pc,Millet,Millet Flour,0,54,49,2160,2160,40,40,31.5
Fried Channa Dal500gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,0,14,10,1120,1120,80,80,64.05
Groundnuts 500gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Grains,0,2,1,160,160,90,80,72.45
Triphala Ras,GCC,1 ltr,Miscellaneous,Miscellaneous,0,114,108,19950,19950,175,175,0
Red Gram Stone Crushed 500gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,14,9,997.5,997.5,75,71.25,0
Honey Farm Collection - 1kg - Pvs,Prakruthivanam,1 pc,Branded Foods,Honey,0,5,5,1852.5,1852.5,390,370.5,289
Gingely Oil 1 Lts Pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,0,1,1,551,551,580,551,490.35
Nature spray - Rose,Herbal Strategi,1 ltr,Miscellaneous,Miscellaneous,0,29,28,5771,5771,199,199,159.21
Harad Churn-200g,Arogya Rahasya,1 grm,Masala & Spices,Powder,0,22,20,1210,1210,55,55,41.25
Flax Seed-500gms-PVS,Prakruthivanam,110 kg,Miscellaneous,Miscellaneous,0,121,109,13310,13310,110,110,0
Sunflower Seeds-100g,Manam Foods,1 kg,Dry Fruit,Others,0,5,5,225,225,45,45,28
WheatGrassPowder-100gms,Prakruthivanam,1 grm,Miscellaneous,Miscellaneous,0,92,84,36800,36800,400,400,273
Badam-100 Gms-pvs,Prakruthivanam,1 pc,Dry Fruit,Dry Fruit,0,19,17,2470,2470,130,130,107.52
Ashwagandha Churn-200g,Arogya Rahasya,1 grm,Masala & Spices,Powder,0,20,19,3200,3200,160,160,120
Methi -100 Gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,513,367,10260,10260,20,20,0
Groundnuts-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Grains,0,145,98,23200,23200,160,160,128.1
Cow Pea (Alasandalu) 500g,Prakruthivanam,1 pkt,Seeds And Grains,Grains,0,4,3,200,200,50,50,39
Bajra Flour 500gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Siri Dhanyalu Flour,0,4,3,140,140,35,35,22
kaju Round 100g,Manam Foods,1 pkt,Dry Fruit,Kaju,0,8,6,712,712,89,89,65
Herbal Head Bath Powder -250gms-pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,0,48,39,4800,4800,100,100,71.68
White Gingely Seeds 100gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,140,112,4200,4200,30,30,0
channa white 500g,Prakruthivanam,1 pkt,Grocery & Staples,Dals With Husk,0,6,5,420,420,70,70,53.55
Herbal Ant Repellent 100ML,Herbal Strategi,1 ltr,Household,Utensils & crockery,0,17,17,3230,3230,190,190,128.81
Horse Gram Dal 500gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,0,26,25,1430,1430,55,55,44
Nuvvulu Laddu-200 Gms-pvs,Prakruthivanam,1 pc,Snacks,Home Made,0,223,155,17840,17840,80,80,59
Unpolished Rice-1kg-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,499,271,39920,39920,80,80,0
Dates -500 Gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,71,51,14910,14910,210,210,0
Jasmine Soap-100gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,357,277,32130,32130,90,90,0
Green Gram Split Stone Crushed-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,0,27,24,4860,4860,180,180,143.85
Sambar Powder-200 Gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,186,187,10230,10230,55,55,0
Cow Pea (Alasandalu) 250g,Prakruthivanam,1 pkt,Seeds And Grains,Grains,0,4,4,120,120,30,30,23
Ragi Rawa 500gms,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Millet Ravva,0,19,15,950,950,50,50,38.85
Gingely Seed 1kg Pvs1,Prakruthivanam,1 pc,Seeds And Grains,Seeds,0,10,9,2200,2200,220,220,175.35
Channa Dal-250 Gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,0,16,8,640,640,40,40,31.5
Bed Bug Repellent Spray-100ml,Herbal Strategi,1 ltr,Household Care,Household Cleaner,0,5,9,1200,1200,240,240,192
GO DESi IMLIPOP Rs.5,GO DESi,1 grm,Miscellaneous,Miscellaneous,0,4853,1064,24265,24265,5,5,1.87
Horse Gram Dal 1kg-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,8,7,800,800,100,100,79.8
"Cast Iron Skillets 12""",Cast Iron,1 pc,Custom,Custom,0,6,6,6600,6600,1100,1100,682.5
25kg Unpolished Rice,Prakruthivanam,1 kg,Grains,Rice,0,1,1,1800,1800,1800,1800,1600
Mostick,Herbal Strategi,1 kg,Miscellaneous,Miscellaneous,0,216,205,38880,38880,180,180,0
Water Filter With Natural Minerals + Alkalinity (n),Water Filter,1 pc,Water,Water,0,2,2,16000,16000,9000,8000,7199.99
Mustard -100gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,457,312,9140,9140,20,20,0
L Cloth Carry Bag,Cloth Bag,1 pc,Bags & Luggages,Cloth Bag,0,1,1,3.6,3.6,4,3.6,13
Single Polished Rice-1kg-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,832,263,62400,62400,75,75,0
Horsegram Whole 500gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,0,57,55,2280,2280,40,40,23
BrahmiPowder-200gms,Prakruthivanam,1 grm,Miscellaneous,Miscellaneous,0,113,97,17515,17515,155,155,116.25
"Cast Iron Skillets 12""",Cast Iron,1 pc,Custom,Custom,0,1,1,1095.02,1095.02,1100,1095.02,682.5
Size 2 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,1,1,209.05,209.05,210,209.05,100
Cast Iron Paniyaram Pan,Cast Iron,1 mtr,Miscellaneous,Miscellaneous,0,1,1,895.93,895.93,900,895.93,483
Horsegram Whole-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,0,47,35,3290,3290,70,70,42
Black Gram Without Husk 500g Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,134,94,12060,12060,90,90,0
GCC Coffee Powder,GCC,1 pkt,TEA & COFFEE,Miscellaneous,0,5,5,525,525,105,105,82.5
Pacha Jonna Flour-500gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,31,21,1860,1860,60,60,0
Multi Millet Flour 500gmspvs,Prakruthivanam,1 pc,Millet,Millet Flour,0,2,2,200,200,100,100,68
Cloves-50 Gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,63,49,6930,6930,110,110,0
Gingely Seeds 500gms-pvs,Prakruthivanam,1 pc,Seeds And Grains,Seeds,0,15,14,1800,1800,120,120,95.55
jonna Ravva 500gms-pvs,Prakruthivanam,500 kg,Miscellaneous,Miscellaneous,0,177,141,7965,7965,45,45,0
Tumeric Powder -500gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,91,82,13650,13650,150,150,0
Neem Oil 200ml Pvs,Prakruthivanam,1 pc,Personal Care,Hair Oil,0,23,21,3680,3680,160,160,136.5
Natural Fabric Wash-500ml,Herbal Strategi,1 ltr,Household,"Towels, Napkins & Other Cleaners",0,26,21,5200,5200,200,200,160.01
Glass Cleaner Spray 500ml,Herbal Strategi,1 ltr,Household,Glass Cleaner,0,21,20,2310,2310,110,110,74.58
Termite Repellent-100ml,Herbal Strategi,1 ltr,Household Care,Household Cleaner,0,11,10,2200,2200,200,200,160
Arogya dishwash Powder 500g,Arogya Rahasya,1 kg,Household,Dishwash,0,192,142,3840,3840,20,20,17.91
Dryfruit Mix packet,Manam Foods,1 kg,Dry Fruit,MIXED,0,1,1,150,150,170,150,120
Black Gram Without Husk 250g Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,10,7,500,500,50,50,0
verri nuvvulu(niger)250gpvs,Prakruthivanam,250 grm,Miscellaneous,Miscellaneous,0,132,127,6600,6600,50,50,0
Verri Nuvvulu (Niger) 500g,Prakruthivanam,500 grm,Miscellaneous,Miscellaneous,0,99,85,9405,9405,95,95,0
Arogya Dishwash Gel500 ml,Arogya Rahasya,1 ltr,Household,Dishwash,0,15,13,1950,1950,130,130,97.5
Groundnut Oil -1lts-pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,0,5,1,1519.15,1519.15,310,303.83,229.95
Groundnut Oil 500ml - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,0,2,1,372.44,372.44,190,186.22,147
Phynol 1 Lts-pvs,Prakruthivanam,1 pc,Household,Home Linen,0,3,1,191.12,191.12,65,63.71,47.2
Honey Farm Collection - 1kg - Pvs,Prakruthivanam,1 pc,Branded Foods,Honey,0,1,1,382.24,382.24,390,382.24,288.75
Turmeric Powder -250gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Powder,0,2,1,147.01,147.01,75,73.51,55.65
Turmeric Powder -500gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Powder,0,1,1,147.01,147.01,150,147.01,113.4
Rock Salt -1kg-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,0,4,1,196.02,196.02,50,49,40
Andu Korralu 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,362,281,86880,86880,240,240,192
Groundnuts 500gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Grains,0,1,1,86.36,86.36,90,86.36,72.45
Jaggery - 1kg - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Grocery,0,1,1,105.55,105.55,110,105.55,85
Black Gram Without Husk 500g Pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,0,1,1,86.36,86.36,90,86.36,72.45
Groundnut Oil 500ml - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,0,2,1,364.64,364.64,190,182.32,147
Safflower Oil - 1lts-pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,0,1,1,470.19,470.19,490,470.19,404
Peppar -100gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,0,1,1,134.34,134.34,140,134.34,105
Dalchini Rolls-50g,Manam Foods,1 kg,Masala & Spices,Spices,0,1,1,38.38,38.38,40,38.38,20
L Cloth Carry Bag,Cloth Bag,1 pc,Bags & Luggages,Cloth Bag,0,1,1,3.84,3.84,4,3.84,13
Redgram Stone Crushed-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,0,1,1,134.34,134.34,140,134.34,105
Wheat Ravva-500gms,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Ravva.,0,24,17,1680,1680,70,70,55.65
